id,date,text,user,location,geo,place,friends_count,followers_count,favorite_count,retweet_count,hashtags
1409965576617869312,2021-06-29 20:02:44,"b""@Halo please please please tell me blood gulch will be making a return to Halo Infinite's multiplayer. Or if not wi\xe2\x80\xa6 https://t.co/uS0QoTjfcR""",b'Churchyboi13',b'',,,103,6,0,0,[]
1409965047577681921,2021-06-29 20:00:37,b'There are 139 days until the Halo Infinite launch.',b'HaloInfiniteETA',b'',,,3,4831,141,7,[]
1409964958302064646,2021-06-29 20:00:16,b'My new video; Five Concerns for Halo Infinite is live! Check it out below!\n\nhttps://t.co/lelz3Q6HMD\n\n#Halo\xe2\x80\xa6 https://t.co/2hxVwd1OYf',b'SmallPrintTV',"b'Nottingham, United Kingdom'",,,83,91,0,0,"[{'text': 'Halo', 'indices': [101, 106]}]"
1409964084938698753,2021-06-29 19:56:48,b'This week: The Road to Infinite - #Halo 4!\n\nNext month: The Road to Infinite - #Halo 5: Guardians!\n\nMany would appr\xe2\x80\xa6 https://t.co/swubxumYjT',b'InfiniteGrunt',b'',,,897,696,27,1,"[{'text': 'Halo', 'indices': [34, 39]}, {'text': 'Halo', 'indices': [79, 84]}]"
1409964022427000835,2021-06-29 19:56:33,b'@IronClawGaming @HamsterslayerP @XboxWins1 Id buy a custom series x. 2tb halo infinite+all future content included for $599 \xf0\x9f\x98\xac',b'justinmorgan57',b'Alabama ',,,1539,606,2,0,[]
1409963527511560194,2021-06-29 19:54:35,b'@haveyouseen01 Metroid Dread\nBack 4 Blood\nHalo Infinite\nNo More Heroes 3\nShin Megami Tensei V',b'CybernettX',"b'Rio Rancho, NM'",,,1345,309,0,0,[]
1409963463296700421,2021-06-29 19:54:20,b'Will be running an open lobby FFA tonight on the @Halo Infinite map from the multiplayer overview forged in Halo 5\xe2\x80\xa6 https://t.co/1hId5rbbMA',b'iRambeauTV',b'Apex / Halo / Creative',,,1745,463,1,0,[]
1409963016523857924,2021-06-29 19:52:33,b'@zackarya9272 @platinum719 @greenmoat Contraband\nFlight Simulator\nOuterworlds 2\nState of decay 3\nHalo Infinite\nForz\xe2\x80\xa6 https://t.co/yKJoLoETKx',b'LuisNau4',b'',,,457,48,2,0,[]
1409962219136290818,2021-06-29 19:49:23,b'@teft Halo Infinite needs to hurry up.',b'xMechanizex',"b'Clearwater, FL'",,,283,1216,2,0,[]
1409961417810272257,2021-06-29 19:46:12,"b'Such a neat mechanic they\'ve implemented into Halo Infinite.\n\n""Aim for the tires, aim for the tires!"" https://t.co/phg7IX4GiU'",b'GamingGreyGhost',b'YouTube',,,1509,6003,12,2,[]
